0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1851438,"CUP, SOUFFLE POLYSTYRENE 3.25 OZ TRANSLUCENT PORTION PLASTIC",,2,2,1,0.75,0.24,1,0.75,0.25,1,0.5,0.5,1,0.75,0.5,1,0.5,0.25,0,0.75,0.5
2939411,"LID, CUP SOUFFLE 3.25-4 OZ FLAT PET PLASTIC CLEAR PLASTIC COVER",,1,1,0,0.75,0.25,1,0.75,0.25,1,1,0.25,1,0.5,1.25,1,0.25,1,1,0.5,0.5
7005226,"CONTAINER, FOAM 4 OZ SQUAT WHITE",,1,0.5,1.25,1,0.5,0.25,0.25,0,1,1,0.5,0.25,,,1,1,0,0.5,0,0
7002041,"LID, CUP 4-6 OZ VENTED PLASTIC WHITE",,2,1.5,1.25,1,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,1,0.5,0.25,1,1.5,0.75,0
6883961,"CONTAINER, FOAM 6 OZ SQUAT WHITE",,1,0.75,1,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,1,0.25,1,1.25,1
1051822,"LID, BOWL VENTED 6-8 OZ ROUND PLASTIC TRANSLUCENT",,1.5,1.5,1.5,1.5,1,1,1,1,1,0.5,0.25,1,1,0.5,1,1,1,1.5,1,1
8609174,"TOWEL, PAPER 9X11 PERFORATED ROLL WHITE 2 PLY 85 SHEET",,22,0,0,0.5,0,0.75,1.5,0.5,1.5,,0.5,0.75,0.5,1.5,1,,0.5,1,0.25,1
8869828,"NAPKIN, DISPENSER INTERFOLD BROWN 7.88X6.5 PAPER 1 PLY RECYCLED",,0,3.5,2,2,2,1.5,0.5,2.5,0.5,2.25,1.5,1.5,1,1,1,0.75,1.5,1.5,1,2
4818803,"WRAP, 12X12 WAX PAPER NATURAL FLAT PACK GREASE RESISTANT",,0,5,5,5,4,5,4,4,4,3,3,3,3,3,2,2,2,1,2,1
511550,"LINER, BASKET 12X12 PAPER RED CHECKERED GINGHAM",,4,5,6,4,3,3,1,6,3,3,2,5,5,4,2,6,5,4,3,2
1328699,"SHORTENING, FRYING SOYBEAN LIQUID CLEAR PLASTIC JUG SHELF STABLE OIL",,3,10,7,6,1,10,6,5,15,9,4,12,10,5,8,6,0,8,6,0
4594181,"PAPER, 18X1100' FREEZER PAPER WHITE WRAP",,0.75,0.5,1.5,1.5,2,1.25,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1
4834081,"FILM, 18X2000' PLASTIC ROLL SLIDE CUTTER BOX FOOD WRAP",,0.25,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1
5328257,"FOIL, ALUMINUM 18X500' HEAVY-DUTY ROLL CUTTER BOX WRAP",,0.75,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1
6328249,"FOIL, ALUMINUM 12X1000' STANDARD ROLL CUTTER BOX WRAP",,0.75,1,1,1,1,0.5,0.5,1,0.25,0.5,1,1,1,1,0,1,1,1,1,1
3328259,"WRAP, FOIL 9X10.75 INTERFOLD POP UP SHEET ALUMINUM",,0,1,1,2,1,0.5,1,1,0,0.5,1,1,2,2,,1,1,1,1,1
6328777,"MIX, DRESSING ITALIAN 1 GAL YIELD PACKET",,12,12,7,12,4,7,1,7,12,6,6,6,7,5,8,6,4,8,8,6
7248339,"MIX, DRESSING RANCH 1 GAL YIELD PACKET",,20,10,10,10,20,40,20,20,20,10,20,10,30,15,20,,20,10,30,10
9041252,"CRACKER MEAL, CRUSHED MEDIUM BAG KRISPY SALTINE CRUMB",,1,1,0,1,0,20,1,0,0,0,,,4,4,4,3,3,3,2,1
3013885,"FILTER, FRYER GREASE CONE 10 PAPER NON-WOVEN ECONOLINE",,26,1,0,1.5,1.5,1,1,0,1.5,1.5,1,1,1,1,1,0.5,0,0,2.5,2.5
1504521,"LABEL, 2X3 REMOVABLE 500 ROLL IN/OUT",,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
2550762,"HAIRNET, NYLON 24 BROWN LIGHTWEIGHT",,3,1,2,72,0,1,1,1,1,2,1,1,1,2,2,2,1,2,1,3
9551578,"PICK, WOOD 4 ASSORTED COLOR FRILL",,8,8,7,7,7,6,6,4,4,5,4,4,4,4,4,4,4,4,4,3
2330652,"FORK, DINNER WINDSOR 18/0 S/S MEDIUMWEIGHT",,0,1,2,1,2,2,2,0,2,1,,,,1,1,,0,1,0,2
1330695,"KNIFE, STEAK 4.75 S/S PLASTIC HANDLE BLACK",,1,2,4,1,4,4,6,0,0,2,3,2,,2,3,3,1,1,0,6
445098,"TAPE, THERMAL CASH REGISTER WHITE 3.13X200' PAPER 1 PLY ROLL",,24,14,50,40,20,13,0,50,50,40,40,40,40,11,15,10,3,60,40,18
4085338,"GUEST CHECK, SHRINK PACK SINGLE PAPER 3.5X6.75 PINK",,40,22,50,40,70,70,50,30,80,60,30,60,60,50,50,50,50,50,30,15
2948859,"GRILL BRICK, 4X3.5X8 GLASS DUST SOFT WRAPPED GRIDDLE",,6,6,2,3,0,12,13,13,12,12,12,11,11,10,10,10,9,8,7,9
2950343,"SCRUBBER, S/S 50 GR HEAVY-DUTY 400 SERIES ECONOMY",,30,12,6,6,6,10,12,8,12,10,10,6,4,1,8,6,8,4,2,6
9075643,"SANITIZER, SURFACE FOOD CONTACT LIQUID SPRAY BOTTLE CLEAR SLIGHT SCENT K85",,5,4,2,6,3,3,4,1,5,3,6,3,,8,5,6,0,4,7,8
7912678,"CLEANER, GLASS K42 LIQUID SPRAY BOTTLE BLUE FLORAL SCENT",,1,1,0,1,1,1,0,1,2,0.5,0.5,0.5,,9,1,1,1,1,1,1
5341169,"CLEANER, OVEN and GRILL K13 LIQUID BOTTLE DARK ORANGE ODORLESS DEGREASER",,5,1,1,3,0,2,2,1,3,2,1,1,4,4,1,4,1,4,3,2
7153448,"CLEANER, ALL-PURPOSE LIQUID SPRAY BOTTLE CLEAR W/ BLEACH",,7,5,0,7,3,1,0,4,2,2,1,4,,8,7,3,2,1,8,7
7945058,"DEGREASER, ALL-PURPOSE VP3 LIQUID JUG BLUE CLEANER",,5,3,0,3,0,3,5,3,1,4,3,2,1,4,2,,2,1,4,3
7886112,"GLOVE, POLY XL CLEAR STRETCH AMBIDEXTROUS",,1,10,4,1,7,4,3,0,4,2,1,6,6,6,5,4,2,3,1,12
8362022,"DETERGENT, DISHWASHER D21 LIQUID PAIL RED ODORLESS LOW TEMP",,0.5,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
8366320,"RINSE ADDITIVE, DISHWASHER D22 LIQUID PAIL GREEN HIGH SOLID",,0.75,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
6365084,"SANITIZER, DISHWASHER D23 LIQUID PAIL CLEAR YELLOW LOW TEMP",,0.5,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
9625922,"TOWEL, PAPER 7.88X15 CENTERPULL PERFORATED WHITE 1 PLY 320 SHEET",,8,5,7,8,4,0,8,7,9,10,3,5,13,9,5,7,3,5,12,4
95745,"TISSUE, TOILET JUMBO ROLL 3.3X1000' N-PERF 2 PLY WHITE",,10,7,13,11,6,11,6,11,7,11,6,10,8,5,8,4,8,4,9,6
8648164,"TOWEL, PAPER 9.5X9 MULTIFOLD BROWN 1 PLY",,8,0,16,1,1,1,1.5,1.5,1.5,32,2.5,1.5,1,1,1,2,1.5,1.5,2.5,2
5751965,"DEODORIZER, URINAL SCREEN WAVE 3D SOLID BOX BLUE COTTON BLOSSOM SCENT",,10,1,4,5,5,0,5,3,5,5,3,2,5,3,5,1,6,6,5,5
2950699,"MOP HEAD, CUT END #24 COTTON 4 PLY NARROW BAND NATURAL",,1,1,1,1,2,2,2,2,2,2,3,4,3,3,3,2,5,4,4,5
7826506,"LINER, 33 GAL 33X38 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",,3.5,4,2,3,5,5,8,7,5,5,4,4,3,5,2,4,8,9,8,5
7826290,"LINER, 60 GAL 38X58 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",,7,4,7,4,5,5,0,3,5,5,4,2,8,6,5,1,1,5,5,3
4647806,"DETERGENT, DISH MANUAL LIQUID BOTTLE BLUE",,7,2,5,2,4,3,7,6,2,3,3,3,15,13,9,6,1,0,6,3
2959917,"CLEANER, FLOOR ALL SURFACE F22 LIQUID PACKET BROWNISH RED PLEASANT SCENT",,1,0.5,0,1,0.5,0,1,1,1.5,1.5,1.5,1,1,1,,0.6,1,1,1,1
1010412,"PEPPER, BELL GRN DCD 1/4""",,,,,,,,,,,,,,,,,,,,,
2332104,"CELERY, DCD 1/4"" FRESH REF",,,,,,,,,,,,,,,,,,,,,
6326706,"POTATO, RUSET ID. 70 CT 10-13",,,,,,,,,,,,,,,,,,,,,
8602054,"CUP, PET PLST 9 Z SQT CLD CLR",,,,,,,,,,,,,,,,,,,,,
8648198,"TISSUE, TLT JMB RL 3.5"" WHITE",,,,,,,,,,,,,,,,,,,,,
1005446,"MUSHROOM, SLCD THIN FRESH REF",,,,,,,,,,,,,,,,,,,,,
7589787,"BACON, PORK RNDM CT SLCD BULK",,,,,,,,,,,,,,,,,,,,,
1117268,"CHICKEN, GZZD RAW F2F CVP",,,,,,,,,,,,,,,,,,,,,
5314802,"ROLL, WHT UNSL PARBK FZN BRD",,,,,,,,,,,,,,,,,,,,,
9372855,"TOMATO, RND 5X6 #1 GRD FRESH 2",,,,,,,,,,,,,,,,,,,,,
5010608,"CILANTRO, FRESH HERB",,,,,,,,,,,,,,,,,,,,,
8609068,"LIME, 175-200 CT FRESH REF #2",,,,,,,,,,,,,,,,,,,,,
791558,"CONTAINER, FM 4 Z SQT WHT",,,,,,,,,,,,,,,,,,,,,
6969521,"GLOVE, VINYL X-LARGE PF NTRL",,,,,,,,,,,,,,,,,,,,,
5513762,"TORTILLA, CHIP WHT CORN 6"" RAW",,,,,,,,,,,,,,,,,,,,,
6395610,"SUGAR, WHT EX FINE CANE",,,,,,,,,,,,,,,,,,,,,
5888482,"HAM, BNLS D-SHAPD NJ HW SMK 2D",,,,,,,,,,,,,,,,,,,,,
9348134,"CHICKEN, WING 1&2JT JMB RW F2F",,,,,,,,,,,,,,,,,,,,,
6366090,"PEPPER, JLP 1 1/9 BSHL FRESH",,,,,,,,,,,,,,,,,,,,,
9505647,"AVOCADO, HASS BRKER STG 2-3 #1",,,,,,,,,,,,,,,,,,,,,
760785,"SPICE, PPR BLK GRND PLST JUG",,,,,,,,,,,,,,,,,,,,,
2745578,"PLATE, FM 10.25"" 3 CMPT WHT",,,,,,,,,,,,,,,,,,,,,
6896393,"KIT, CTLY K-F-S NAP MW SLVR",,,,,,,,,,,,,,,,,,,,,
7912660,"CLEANER, OVN & GRIL K44 AERSL",,,,,,,,,,,,,,,,,,,,,
4736314,"DEODORIZER, URNL SCRN W/ BLOC",,,,,,,,,,,,,,,,,,,,,
2305118,"ASPARAGUS, GRN BNCH LG 6-11 LB",,,,,,,,,,,,,,,,,,,,,
3551421,"LEMON, FRESH REF",,,,,,,,,,,,,,,,,,,,,
1901586,"MEAT SUB, MTBL MEATL VEGAN CKD",,,,,,,,,,,,,,,,,,,,,
7355280,"AVOCADO, HASS BRKER STG 2-3 #2",,,,,,,,,,,,,,,,,,,,,
6899289,"CRAYON, 4 PK ASST",,,,,,,,,,,,,,,,,,,,,
7607237,"CUP, PLST 12Z KID SEA W/LID&ST",,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,
466821,"BACON, PORK SLCD SLAB RAW FZN",,,,,,,,,,,,,,,,,,,,,
6714032,"BEEF, RBY 112A 2X2"" LON RW F2F",,,,,,,,,,,,,,,,,,,,,
8429292,"JUICE, APPL 100% VITMN C ADDED",,,,,,,,,,,,,,,,,,,,,
9284670,"PORK, LOIN CC BELLY STRAP EXP",,,,,,,,,,,,,,,,,,,,,
6328116,"CORN, YLW KRNL FCY FZN BAG",,,,,,,,,,,,,,,,,,,,,
6364616,"LINER, 12-16 GAL 24X32 CLR .35",,,,,,,,,,,,,,,,,,,,,
9917069,"OIL, OLIV POMCE IMP ITALY",,,,,,,,,,,,,,,,,,,,,
7662349,"PLATE, PLYST 10.25"" WHT DECTD",,,,,,,,,,,,,,,,,,,,,
1536807,"POTATO, RUSET ID. 40 CT FRESH",,,,,,,,,,,,,,,,,,,,,
5489441,"MIX, GRVY PORK BAG SHLF STABL",,,,,,,,,,,,,,,,,,,,,
7416663,"PORK, LOIN CC BNLS .25"" TRIMD",,,,,,,,,,,,,,,,,,,,,
877506,"BUTTER, SALTD SOLID AA GRD REF",,,,,,,,,,,,,,,,,,,,,
2721173,"CHICKEN, WING 1&2JT RNDM JUMBO",,,,,,,,,,,,,,,,,,,,,
8231189,"LEMON, CHO IMP & DMSTC 165 CT",,,,,,,,,,,,,,,,,,,,,
2015881,"TOMATO, #2 GRD RND BULK FRESH",,,,,,,,,,,,,,,,,,,,,
1295506,"BEEF, RIBEY U2/3 ANGS 112A 2X2",,,,,,,,,,,,,,,,,,,,,
4814729,"ONION, GRN ICELS FRESH REF",,,,,,,,,,,,,,,,,,,,,
9866708,"STRAW, JMB 5.75"" BLK UWRPD STD",,,,,,,,,,,,,,,,,,,,,
6060865,"SHRIMP, 16-20 WHT P&D T/OF NPA",,,,,,,,,,,,,,,,,,,,,
8326696,"ONION, YLW JMB 3""+ FRESH REF",,,,,,,,,,,,,,,,,,,,,
7582752,"CHEESE, AMER LOAF PROCD PLST",,,,,,,,,,,,,,,,,,,,,
993063,"PASTA, MAC ELBW SHLF STABL",,,,,,,,,,,,,,,,,,,,,
1809805,"SAUSAGE, SMKD PORK BF 3.2 Z 5""",,,,,,,,,,,,,,,,,,,,,
2721165,"CHICKEN, BRST DBL RNDM BNLS",,,,,,,,,,,,,,,,,,,,,
4393494,"BEEF, CHEEK MEAT RAW REF BAG",,,,,,,,,,,,,,,,,,,,,
5492673,"SALT, SHKR PLST",,,,,,,,,,,,,,,,,,,,,
6492672,"SPICE, PPR BLK GRND SHKR",,,,,,,,,,,,,,,,,,,,,
1330158,"BEAN, BLU LAKE GRN CUT 4 SIEV",,,,,,,,,,,,,,,,,,,,,
4116355,"GARLIC, MNCD IN WATER PLST JAR",,,,,,,,,,,,,,,,,,,,,
7826688,"LINER, 60 GAL 38X56 BLK .8 MIL",,,,,,,,,,,,,,,,,,,,,
6617419,"CONTAINER, FM 9.12X9 1 CMPT",,,,,,,,,,,,,,,,,,,,,
4725396,"CELERY, STALK FRESH REF BOX",,,,,,,,,,,,,,,,,,,,,
6361794,"TOWEL, PAPR 10""X800' N-PERF RL",,,,,,,,,,,,,,,,,,,,,
3327053,"SHORTENING, FRYG CNOLA LIQ CLR",,,,,,,,,,,,,,,,,,,,,
1016831,"SUGAR, WHT GRAN CANE",,,,,,,,,,,,,,,,,,,,,
4836169,"FILM, PLST 18""X2000' RL CTTR",,,,,,,,,,,,,,,,,,,,,
2332245,"LETTUCE, RMN HEART FRESH REF",,,,,,,,,,,,,,,,,,,,,
7445317,"MARGARINE, WHPD PHO-FREE PAIL",,,,,,,,,,,,,,,,,,,,,
7398886,"FILTER, FRYER GRS SHT",,,,,,,,,,,,,,,,,,,,,
3164159,"TOWEL, PAPR 11X8.8 PERF RL WHT",,,,,,,,,,,,,,,,,,,,,
1184029,"SHRIMP, RAW 16-20 WHT T/ON P&D",,,,,,,,,,,,,,,,,,,,,
2384873,"TOMATO, PLUM #2 GRD BULK FRESH",,,,,,,,,,,,,,,,,,,,,
6004030,"BAR MIX, CCNUT CRM SHLF STABL",,,,,,,,,,,,,,,,,,,,,
1163553,"JUICE, ORNG BLND 100% PLST BTL",,,,,,,,,,,,,,,,,,,,,
4523510,"CHERRY, MRCNO W/ STEM LG PLST",,,,,,,,,,,,,,,,,,,,,
6328157,"MAYONNAISE, XHVY PLST JUG SHLF",,,,,,,,,,,,,,,,,,,,,
