0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
4352191,"SAUCE, MARINARA TOMATO CAN SHELF STABLE DELUXE",1,6,4,3,2,5,10,6,4,2,6,4,6,5,2,5,5,5,5,4,3,2,2,2,1,0,5,5,5,4,4,3,2,2,2.0,1
6329205,"BEAN, GREEN BLUE LAKE CUT 3-5 SIEVE EXTRA STANDARD CANNED",3,8,4,5,4,2,5,4,7,6,3,6,3,2,5,2,2,7,6,6,6,4,4,4,4,2,7,6,7,4,1,5,4,3,3.0,2
9329269,"TOMATO, WHOLE IN JUICE PEELED CANNED",15,14,14,8,12,9,14,10,7,13,14,2,10,12,5,11,8,17,14,11,7,12,12,6,3,7,12,9,12,8,12,8,10,13,10.0,13
9261892,"TOMATILLO, CRUSHED GREEN CANNED IMPORTED MEXICO",6,3,3,3,9,6,3,3,13,11,9,9,3,5,6,2,2,1,7,0,0,2,2,2,2,2,0,,6,6,3,3,3,3,6.0,0
7200736,"PICKLE, DILL CRINKLE-CUT CHIP 1/8 PLASTIC SHELF STABLE",6,5,5,11,6,9,2,4,5,3,6,6,4,3,4,1,1,7,7,6,6,5,5,5,4,3,3,2,2,1,7,6,7,7,3.0,6
6329924,"SALT, TABLE IODIZED BAG",3,1,3,2,0,2,4,3,3,2,3,3,0,3,2,1,1,2,2,2,2,1,1,3,3,1,3,3,2,2,2,1,2,2,2.0,2
760827,"SPICE, PEPPER BLACK GROUND PLASTIC JUG 30M",5,2,6,3,4,6,7,5,6,2,8,10,7,4,8,7,6,6,4,2,3,9,9,8,5,4,5,4,3,2,4,2,5,5,3.0,2
8383283,"SUGAR, WHITE CANE EXTRA FINE BAG",1,1,1,1,1,1,1,1,-,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,0,1,1.0,1
8047557,"MIX, GRAVY PEPPER ADD WATER",0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,,0,,1,1,0,1,1.0,1
3749580,"MIX, GRAVY BROWN POUCH SHELF STABLE CLASSIC",2,1,1,1,1,2,0,0,1,2,1,0,1,2,2,2,1,1,1,1,1,1,1,1,0,1,0,,2,2,1,1,0,2,1.0,1
6326698,"ONION, YELLOW WHOLE SUPER COLOSSAL 4 1/4+ FRESH REF BAG",8,10,16,13,13,13,11,7,12,18,13,15,15,8,5,10,7,13,12,10,6,10,10,11,9,9,18,5,18,14,15,5,14,12,12.0,12
4326690,"ONION, RED JUMBO FRESH REF BAG",10,14,15,12,12,10,14,11,10,9,13,12,12,7,12,9,9,8,7,11,10,11,11,6,10,7,6,19,6,12,7,7,3,8,6.0,8
4289443,"POTATO, YUKON GOLD A SIZE FRESH REF",3,1,1.5,2,3,5,2,1.5,0,5,1,5,2,1.5,2,1,1,2,0.5,2.5,1.5,0,2,0.5,0,0.25,0.5,0.5,3,2,0.5,1,1,2,1.5,0
2326700,"POTATO, RUSSET IDAHO 40 COUNT FRESH REF",1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,,2,1,2,1.5,2,0,1.0,1
9579777,"BASE, SOUP CHICKEN FLAVOR GRANULAR PAIL SHELF STABLE",1,2,2,1,2,1.25,1,1,1,1.5,1.5,1,0,2,0.5,1.5,2,0.5,1,1,1,1,1,0,0,1,1.5,1,1,0.25,1,0.5,1.75,1.5,1.0,2
2228849,"BREADER, FISH SEASONED BAG",5,5,2,6,4,3,2,4,2,5,5,1,0,3,3,6,3,6,2,2,-,3,3,2,0.5,3,3,1.5,4,2,3,4,2,2,2.0,3
7501752,"KETCHUP, TOMATO FANCY 33% RED PLASTIC BOTTLE SHELF STABLE",0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.25,1,1,1,0.5,1.5,1,1,1,0.5,1,1,1,0.5,1,1,1,0.25,0,1.25,1,1,1,1,1,1,1,0.5,1
190009,"KETCHUP, TOMATO FANCY 33% BAG-IN-BOX SHELF STABLE",1,1,0.5,1,2,1,1,1,1,1,0.5,0.5,1,1,1,2,1.5,2,1.5,1,0.5,1,1,1.5,1.5,0.5,2,1.5,1,1,1,48,0.5,1,0.5,1
7637705,"SHORTENING, FRYING RICE BRAN LIQUID CLEAR NON GMO OIL",30,30,24,48,48,0,0,48,0,32,40,48,0,48,48,0,0,24,48,48,48,38,38,38,24,36,0,,48,48,40,2,0,0,,0
7329113,"MAYONNAISE, EXTRA-HEAVY PLASTIC JUG SHELF STABLE",1,1,0,1,1,2,3,1,1,0,2,1,1,1,2,2,2.5,3,2,1,0,2,2,2,2.25,1,0,1,1,1,2,2,3,2,2.0,1
4364063,"MUSTARD, YELLOW PLASTIC JAR SHELF STABLE",1,1,1,5,1.25,1,2,2,2,2,2,2,3,3,2.5,1,1,1,0,1,0.25,1,1,1,0,1,1,1,1,,1,0.25,1,1,1.0,1
3636982,"SAUCE, WORCESTERSHIRE PLASTIC JUG SHELF STABLE",4,0,7,7,4,4,9,9,9,3,10,9,6,8,12,5,5,5,4,2,1,6,6,6,4,1,8,6,4,2,1,,8,8,9.0,5
698688,"OIL, BUTTER ALTERNATIVE SOYBEAN SALTED LIQUID PLASTIC BOTTLE",4,4,3,3,3,2,1,1,0,1,1,2,1,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,0,1,0,1,1.0,1
8003956,"SAUCE, TERIYAKI GLAZE PLASTIC JUG SHELF STABLE",1,0,0,1,1,0,1,1,1,1,1,1,0,0.5,0,1,1,1,1,1,1,0,0,1,1,1,1,,1,1,1,1,1,1,1.0,1
78964,"SAUCE, BBQ PLASTIC JUG SHELF STABLE ORIGINAL",5,3,4,4,2,7,2,5,2,6,6,4,2,6,2,4,3,3,2,5,4,2,2,5,4,3,2,1,8,7,7,6,4,4,3.0,3
9837196,"SAUCE, CHILI SWEET PLASTIC JUG SHELF STABLE WING",1,3,2,2,1,0,1,1,2,4,3,1,2,2,1,2,2,2,1,4,4,3,3,3,3,3,1,1,2,1,4,4,4,4,3.0,3
1328335,"VINEGAR, DISTILLED WHITE DOMESTIC 50 GRAIN PLASTIC JUG",1,1,1,1,2,1,1,0,1,1,11,1,1,0,2,2,2,2,2,2,1,7,7,1,1,1,1,1,0,,1,1,1,1,1.0,1
9002080,"SAUCE, STEAK A-1 GLASS BOTTLE SHELF STABLE",2,1,5,5,5,5,3,3,2,5,5,3,2,2,2,1,1,4,4,4,1,9,9,9,8,8,8,7,7,7,8,7,6,6,4.0,6
3018538,"SAUCE, HOT GLASS BOTTLE SHELF STABLE ORIGINAL",2,2,2,2,4,3,2,2,0,4,2,1,4,3,2,2,1,4,1,3,4,3,3,3,3,3,2,2,2,2,2,1,1,5,4.0,3
8218208,"SAUCE, HOT LOUISIANA GLASS BOTTLE SHELF STABLE",3,2,1,1,5,4,4,4,3,3,3,2,0,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,4,4.0,4
5610571,"CROUTON, SEASONED CUBE SS .5X.5X.5",24,24,24,24,24,24,24,24,30,30,30,30,15,15,15,15,14,15,15,15,24,15,15,15,16,16,16,16,16,16,16,12,16,16,16.0,16
1177922,"CRACKER, SALTINE SALTED SHELF STABLE",24,24,17,24,24,17,17,17,20,20,20,20,24,24,24,24,15,24,24,24,12,24,24,24,8,4,10,6,10,5,6,4,4,6,10.0,6
7945926,"CRACKER, SALAD WAFER IW",10,10,7,9,9,24,24,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,12,10,12,1,10,,10
5601679,"CHIP, POTATO SS BAG SHELF STABLE REGULAR",1,1,1,1,0.5,40,40,40,1,1,1,2,2,2,2,2,1.5,2,1.25,1.25,1,1.25,1.25,1.25,1,1,1,1,1,1,1,0.5,1,1,1.0,1
9855909,"STRAW, JUMBO 7.75 TRANSLUCENT WRAPPED PAPER STANDARD POLYPROPYLENE BOX",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4060067,"TOOTHPICK, WOOD MINT WRAPPED",0.5,0.5,1,0.5,1.25,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3605755,"TRAY, PAPER FOOD .5 LB COATED KRAFT BROWN ECOCRAFT",0.5,0.5,1,0.25,0.25,0,0,0,1,0.5,0,0,0,1,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1.0,0
7333263,"SEASONING, FAJITA SHELF STABLE SPICE",8,8,6,5,4,2,7,7,3,10,6,3,7,5,4,2,2,12,12,10,9,10,10,6,6,6,2,2,12,10,9,10,8,8,6.0,6
6501159,"SEASONING, LEMON PEPPER PLASTIC SHAKER SHELF STABLE SPICE",3,3,3,3,3,3,2,2,5,5,5,4,4,4,4,2,1.5,2,1,1,0,8,8,8,1,1,2,,2,1,1,1,0,2,1.0,2
184937,"TEA BAG, ICED BLACK ORANGE PEKOE CAFFEINATED 4 GAL YIELD FILTER-POUCH SHELF",500,1000,500,1000,750,750,1250,1500,0,750,1250,1500,500,1250,1250,1000,4,750,1,1000,0,1000,1000,750,3,0.5,1500,4,1250,5,1250,2,4,1000,3.0,500
9206974,"TEA BAG, ICED BLACK SWEETENED CAFFEINATED 3 GAL YIELD FILTER PACK",3,1,3,2,3,1,3,3,1,2,2,2,2,3,2,1,1,3,2,2,2,1,1,3,3,1,2,1,3,2,2,2,1,3,2.0,3
1201093,"CUP, PET PLASTIC 20 OZ SPECIAL PRINT",3,3,2,3,3,2,3,3,2,1,3,2,1,2,0,2,2,3,2,3,1,3,3,1,2,2,2,1,3,3,3,2,2,3,2.0,2
1637321,"LID, CUP 12-24 OZ FLAT PET PLASTIC TRANSLUCENT",44,40,28,24,16,16,32,30,13,12,10,24,32,28,12,24,20,24,20,16,12,40,40,36,32,32,18,24,18,13,44,36,32,28,28.0,16
1851438,"CUP, SOUFFLE POLYSTYRENE 3.25 OZ TRANSLUCENT PORTION PLASTIC",10,14,18,12,18,16,22,14,14,44,40,15,16,11,17,14,14,10,6,16,10,14,14,8,6,12,14,10,14,3,12,8,16,12,10.0,12
2939411,"LID, CUP SOUFFLE 3.25-4 OZ FLAT PET PLASTIC CLEAR PLASTIC COVER",2,2,2,1.5,4,2.5,4,3,3,4.25,2,4,4,3,2,2,1.5,3,1,3,2.5,3,3,2.5,1,1,3,2,4,3,3,2,2,2,1.0,3
7005226,"CONTAINER, FOAM 4 OZ SQUAT WHITE",1.5,1.5,1,1.5,3,2,2,2,2,2,1.75,2,2,2,1,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,2,2,3,1,2,2,1.0,2
7002041,"LID, CUP 4-6 OZ VENTED PLASTIC WHITE",1,0.5,1,1,1,1.5,1.5,1,0.75,1,1.25,0.5,1,0.5,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.75,0.25,1.5,1,1,1,1.0,0.5
6883961,"CONTAINER, FOAM 6 OZ SQUAT WHITE",0.75,1.5,1,0.5,1.25,0.5,0.5,0.5,0.75,1,1,1,0.25,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,0.5,1,1.25,0.25,2,1,1,1,1.0,0.5
1051822,"LID, BOWL VENTED 6-8 OZ ROUND PLASTIC TRANSLUCENT",0.5,0,1,1,1,0.5,1,1,1,1,0.5,1,0.25,0.25,1,0.5,0.25,0.5,0.25,0.25,0,1,1,1,1,0.75,0.5,0.3,0.25,0.25,0.25,,1,1,1.0,1
8609174,"TOWEL, PAPER 9X11 PERFORATED ROLL WHITE 2 PLY 85 SHEET",1,1,2,2,2,1,1,1,1,1,1,0.75,0.25,0.25,1,1,1,1,1,1,0.75,1,1,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8869828,"NAPKIN, DISPENSER INTERFOLD BROWN 7.88X6.5 PAPER 1 PLY RECYCLED",1,1,1,0.5,0.25,1,0.5,1,1.25,1,1.25,1,1.25,1.25,1,1.25,1.25,1.25,1,1,1,1,1,1,0.5,0.25,0.25,,1,0.75,1,1,0.5,0.75,0.3,0.25
4818803,"WRAP, 12X12 WAX PAPER NATURAL FLAT PACK GREASE RESISTANT",1,1,1,2,2,2,2,1.5,1.5,1.5,1.5,1,1,1,2,2,3,2,2,2,2.5,3,3,3,2.5,2,2,2,2,2,2,2,2,2,2.0,2
511550,"LINER, BASKET 12X12 PAPER RED CHECKERED GINGHAM",30,1,12,51,24,30,35,30,0,15,30,30,35,16,30,30,0.25,46,1.15,40,0.5,40,40,40,0.5,0.5,0.5,1,1,0.5,35,0.5,1.5,60,1.3,32
1328699,"SHORTENING, FRYING SOYBEAN LIQUID CLEAR PLASTIC JUG SHELF STABLE OIL",40,48,24,48,48,48,48,48,48,64,30,70,40,48,30,30,0,30,2,0,0,30,30,30,2,0,30,1,24,0.25,48,1.5,1,30,0.8,48
4594181,"PAPER, 18X1100' FREEZER PAPER WHITE WRAP",2,1,1,1,1,1,2,2,2,1,1,0,5,5,4,4,4,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2.0,2
4834081,"FILM, 18X2000' PLASTIC ROLL SLIDE CUTTER BOX FOOD WRAP",4,2,6,5,5,3,5,5,7,6,6,4,6,6,2,5,4,4,4,4,2,5,5,5,5,4,3,4,3,2,4,1,5,4,4.0,4
5328257,"FOIL, ALUMINUM 18X500' HEAVY-DUTY ROLL CUTTER BOX WRAP",6,1,5,12,11,5,19,19,9,2,9,9,19,12,19,19,13,10,9,9,4,19,19,9,10,7,19,14,13,12,11,8,2,9,4.0,8
6328249,"FOIL, ALUMINUM 12X1000' STANDARD ROLL CUTTER BOX WRAP",1,1,1,1,1,1,0.5,0.5,0.25,1.25,1.25,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.3,0.25,1,0.25,0.25,0.25,0.25,,1.25
3328259,"WRAP, FOIL 9X10.75 INTERFOLD POP UP SHEET ALUMINUM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,1
6328777,"MIX, DRESSING ITALIAN 1 GAL YIELD PACKET",1,1,2,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0,1,1.0,1
7248339,"MIX, DRESSING RANCH 1 GAL YIELD PACKET",1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,0,1,0.2,1,1,1,1,1,1,1,1,1,1,1,0,0.25,1,1,1.0,1
9041252,"CRACKER MEAL, CRUSHED MEDIUM BAG KRISPY SALTINE CRUMB",1,1,2,1,1,2,2,2,1,1,1,0,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1.0,1
3013885,"FILTER, FRYER GREASE CONE 10 PAPER NON-WOVEN ECONOLINE",8,8,8,8,7,6,6,6,6,6,5,4,0.5,5,5,5,4,5,4,4,2,4,4,2,1,1,1,12,20,12,9,12,12,8,12.0,8
1504521,"LABEL, 2X3 REMOVABLE 500 ROLL IN/OUT",10,10,30,20,30,10,20,20,20,20,20,30,40,30,20,10,10,30,30,20,20,20,20,10,10,20,20,10,10,,20,20,203,20,20.0,10
2550762,"HAIRNET, NYLON 24 BROWN LIGHTWEIGHT",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1.0,1
9551578,"PICK, WOOD 4 ASSORTED COLOR FRILL",150,150,150,150,150,150,100,100,100,100,100,100,100,100,100,100,1.5,100,0,0,1,0,1,0,1,1,1,1,1,1,0,,0,50,1.5,50
2330652,"FORK, DINNER WINDSOR 18/0 S/S MEDIUMWEIGHT",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1.0,1
1330695,"KNIFE, STEAK 4.75 S/S PLASTIC HANDLE BLACK",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,0,3,3,0,2.0,0
445098,"TAPE, THERMAL CASH REGISTER WHITE 3.13X200' PAPER 1 PLY ROLL",3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5.0,5
4085338,"GUEST CHECK, SHRINK PACK SINGLE PAPER 3.5X6.75 PINK",0,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,,1,,0,1,1.0,2
2948859,"GRILL BRICK, 4X3.5X8 GLASS DUST SOFT WRAPPED GRIDDLE",3,9,5,9,3,2,2,3,3,6,6,2,2,3,3,3,5,3,3,4,4,4,4,4,4,0,0,,4,3,1,,3,1,1.0,6
2950343,"SCRUBBER, S/S 50 GR HEAVY-DUTY 400 SERIES ECONOMY",0,0,44,0,0,44,44,44,44,44,44,44,44,44,44,44,22,44,0,0,18,0,30,0,0,0,0,50,0,40,50,25,25,50,20.0,50
9075643,"SANITIZER, SURFACE FOOD CONTACT LIQUID SPRAY BOTTLE CLEAR SLIGHT SCENT K85",0,0,0,50,50,0,0,0,0,0,0,0,100,100,100,100,60,100,60,60,50,60,60,60,0,30,0,30,0,30,30,,0,30,50.0,30
7912678,"CLEANER, GLASS K42 LIQUID SPRAY BOTTLE BLUE FLORAL SCENT",9,7,9,6,6,5,4,3,3,2,12,12,10,9,9,6,6,6,8,6,8,6,6,6,6,5,4,4,3,3,2,3,23,1,1.0,8
5341169,"CLEANER, OVEN and GRILL K13 LIQUID BOTTLE DARK ORANGE ODORLESS DEGREASER",2,0,0,12,6,5,6,3,0,12,15,8,3,15,15,6,6,5,6,1,6,0,0,12,9,6,8,6,5,5,4,6,0,12,8.0,10
7153448,"CLEANER, ALL-PURPOSE LIQUID SPRAY BOTTLE CLEAR W/ BLEACH",9,9,4,3,2,7,4,4,4,6,9,4,10,7,2,5,5,4,3,1,1,6,6,3,0,4,3,2,6,6,6,2,6,6,5.0,4
7945058,"DEGREASER, ALL-PURPOSE VP3 LIQUID JUG BLUE CLEANER",2,2,1,2,2,2,2,2,1.5,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1.0,0
7886112,"GLOVE, POLY XL CLEAR STRETCH AMBIDEXTROUS",4,2,1,3,3,1,4,2,3,4,4,5,1,4,4,1,0,4,4,1,1,4,4,2,0,3,1,,4,5,4,4,3,2,1.0,4
8362022,"DETERGENT, DISHWASHER D21 LIQUID PAIL RED ODORLESS LOW TEMP",9,8,3,3,3,0,3,1,5,3,7,4,8,8,3,9,8,9,5,3,1,6,6,6,8,8,8,8,7,5,8,4,2,3,2.0,1
8366320,"RINSE ADDITIVE, DISHWASHER D22 LIQUID PAIL GREEN HIGH SOLID",4,3,2,4,5,2,4,2,2,1,3,0,7,7,3,4,5,3,3,3,2,2,2,1,0,4,6,5,4,3,3,,3,3,5.0,6
6365084,"SANITIZER, DISHWASHER D23 LIQUID PAIL CLEAR YELLOW LOW TEMP",1,10,10,10,7,6,3,2,1,7,5,2,10,9,2,7,7,6,6,6,6,4,4,2,0,12,12,4,10,12,9,10,7,6,1.0,5
9625922,"TOWEL, PAPER 7.88X15 CENTERPULL PERFORATED WHITE 1 PLY 320 SHEET",0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1
95745,"TISSUE, TOILET JUMBO ROLL 3.3X1000' N-PERF 2 PLY WHITE",1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1
8648164,"TOWEL, PAPER 9.5X9 MULTIFOLD BROWN 1 PLY",1,1,0.25,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1
4736314,"DEODORIZER, URINAL SCREEN W/ BLOCK SOLID IW BLUE EVERGREEN SCENT AIR FRESHE",12,12,4,12,10,9,11,8,5,8,10,7,10,14,2,7,11,7,5,8,5,10,10,5,3,7,9,8,3,1,11,6,7,12,8.0,7
5751965,"DEODORIZER, URINAL SCREEN WAVE 3D SOLID BOX BLUE COTTON BLOSSOM SCENT",11,4,10,7,5,9,7,5,12,6,13,12,10,8,7,10,10,7,6,6,2,8,8,4,3,7,13,13,10,11,4,4,8,9,7.0,5
2950699,"MOP HEAD, CUT END #24 COTTON 4 PLY NARROW BAND NATURAL",48,48,40,48,48,40,40,16,12,12,16,16,16,16,16,16,1.25,16,1,1,1,1,1,1,1.5,1.25,0.5,1,0,0.5,1,0.5,1,1,0.8,1
7826506,"LINER, 33 GAL 33X38 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",6,6,0,6,6,0,0,0,9,9,9,9,9,9,9,9,5,9,5,5,5,5,5,5,5,0,0,5,0,5,5,5,6,5,7.0,5
7826290,"LINER, 60 GAL 38X58 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",3,4,3,2,2,3,0,3,3,2,1,0,1,0,2,3,3,3,3,3,5,2,2,2,2,2,2,1,2,1,1,5,2,0,,4
4647806,"DETERGENT, DISH MANUAL LIQUID BOTTLE BLUE",8,8,3,4,3,3,6,6,4,4,5,2,2,2,2,2,5,2,4,4,2,3,3,2,4,3,3,0.5,3,,4,4,5,4,2.0,3
2959917,"CLEANER, FLOOR ALL SURFACE F22 LIQUID PACKET BROWNISH RED PLEASANT SCENT",4,4,7,4,4,7,4,4,3,3,3,6,6,6,6,6,2,6,5,4,3,2,2,2,4,3,7,5,7,,4,,5,4,4.0,
763326,"CUP, FOAM 20 OZ WHITE",7,4,0,8,5,1,3,5,2,6,8,0,0,8,6,6,5,4,4,10,9,7,7,5,4,7,9,6,7,4,5,2,1,1,,
6381750,"CHICKEN, WING 1ST-and-2ND-JOINT MEDIUM RAW BAG IQF FROZEN UNFLAVORED",40,40,35,40,40,35,8,2,60,50,50,50,50,50,50,50,0.25,50,0.25,10,0.25,0,0,55,1,0.5,0.5,1,0.5,0.25,1,1,0,60,1.5,
2727410,"CHICKEN, WING 1ST-and-2ND-JOINT MEDIUM RAW FRESH-TO-FROZEN CVP UNFLAVORED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721173,"CHICKEN, WING 1ST-and-2ND-JOINT RANDOM RAW CVP REF JUMBO UNFLAVORED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072704,"CUCUMBER, ENGLISH SEEDLESS FRESH REF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6883698,"CONTAINER, FOAM 16 OZ WHITE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
