0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1177922,"CRACKER, SALTINE SALTED SHELF STABLE",14,12,13,1,36,36,36,33,33,32,33,25,26,26,32,19,24,20,24,19,20,10,19,24,4,6
7945926,"CRACKER, SALAD WAFER IW",7,7,7,1,8,12,6,7,8,7,8,9,10,9,22,7,12,9,12,9,10,10,8,10,12,10
5601679,"CHIP, POTATO SS BAG SHELF STABLE REGULAR",1,1,1,1,1,1,1,0,1,1,1,0,0,0,9,1,1,1,0,1,1,1,1,1,1,1
9855909,"STRAW, JUMBO 7.75 TRANSLUCENT WRAPPED PAPER STANDARD POLYPROPYLENE BOX",1,1,1,0,1,1,1,1,1,1,1,1,1,1,10,1,0.5,1,1,1,1,1,1,0.5,0.5,
4060067,"TOOTHPICK, WOOD MINT WRAPPED",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1,1,1,1,1,.,0.5,1
3605755,"TRAY, PAPER FOOD .5 LB COATED KRAFT BROWN ECOCRAFT",1,1,0,0,1,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,0.5,1,1,,1
7333263,"SEASONING, FAJITA SHELF STABLE SPICE",4,13,12,11,10,10,10,9,8,7,6,13,12,10,1,4,3,13,12,11,11,9,8,10,6,5
6501159,"SEASONING, LEMON PEPPER PLASTIC SHAKER SHELF STABLE SPICE",3,3,3,1,0,1,3,3,2,3,3,2,2,0,7,1,1,1,1,0,1,0,1,1,,1
184937,"TEA BAG, ICED BLACK ORANGE PEKOE CAFFEINATED 4 GAL YIELD FILTER-POUCH SHELF",5,3,5,1,4,4,7,8,6,9,6,5,6,6,1,8,5,6,2,6,1,5,2,,1,3
9206974,"TEA BAG, ICED BLACK SWEETENED CAFFEINATED 3 GAL YIELD FILTER PACK",1,3,2,2,2,1,3,2,2,2,2,2,2,3,3,1,2,0,0,3,1,3,3,2,1,3
1201093,"CUP, PET PLASTIC 20 OZ SPECIAL PRINT",2,3,3,3,3,2,3,2,3,4,3,2,3,2,3,3,2,3,3,2,2,1,2,1,2,2.25
1637321,"LID, CUP 12-24 OZ FLAT PET PLASTIC TRANSLUCENT",15,14,40,28,30,28,28,24,17,0,39,22,22,8,2,48,30,20,24,32,28,20,18,12,26,31
1851438,"CUP, SOUFFLE POLYSTYRENE 3.25 OZ TRANSLUCENT PORTION PLASTIC",10,11,12,7,12,8,12,7,11,0,18,8,9,14,26,12,8,16,2,18,10,6,11,12,4,11
2939411,"LID, CUP SOUFFLE 3.25-4 OZ FLAT PET PLASTIC CLEAR PLASTIC COVER",2,1,2,2,2,1,3,2,2,3,2,1,3,3,9,3,2,2,1,1,1,0,4,2.5,1.5,2
7005226,"CONTAINER, FOAM 4 OZ SQUAT WHITE",1,1,2,2,2,1,3,2,2,2,2,2,2,2,1,1,0.5,3,2,2,2,0.5,3,2.5,2,1
7002041,"LID, CUP 4-6 OZ VENTED PLASTIC WHITE",0.1,0,1,1,1,9,1,5,0,1,1,1,1,1,1,6,0,1,1,1,8,0,1,1,1,1
6883961,"CONTAINER, FOAM 6 OZ SQUAT WHITE",3,1,1,1,1,7,1,2,0,1,1,1,1,1,1,7,0,1,1,1,10,0,1,1,1,0
1051822,"LID, BOWL VENTED 6-8 OZ ROUND PLASTIC TRANSLUCENT",1,1,1,0.5,1,8,0,0,1,1,1,1,1,1,1,22,1,20,0.25,1,1,1,1,1,0.3,0.25
8609174,"TOWEL, PAPER 9X11 PERFORATED ROLL WHITE 2 PLY 85 SHEET",2,2,2,2,1,15,2,2,2,2,2,1.2,1.2,1.2,4sleeves,6,1,6,1,9,1,1,1,1,1,1
8869828,"NAPKIN, DISPENSER INTERFOLD BROWN 7.88X6.5 PAPER 1 PLY RECYCLED",2,2,1,1,1,30,1,1,1,1,1,1,1,1,1,9,0.25,30,1,1,1,0.5,1,0.3,1,1
4818803,"WRAP, 12X12 WAX PAPER NATURAL FLAT PACK GREASE RESISTANT",1,1,1,1,1,10,1,1,1,1,1,0.5,0.4,0.3,1,10,1,10,1,1,1,1,1,0.5,1,0.5
511550,"LINER, BASKET 12X12 PAPER RED CHECKERED GINGHAM",5,12,30,1,11,0,30,6,0,28,30,0,26,0,1,0,0,30,0.25,30,20,0,30,0.5,0.8,1
1328699,"SHORTENING, FRYING SOYBEAN LIQUID CLEAR PLASTIC JUG SHELF STABLE OIL",48,48,37,1,15,0,48,36,1,22,22,39,34,12,0,0,0,48,1,24,0,1.5,16,0.5,,2
4594181,"PAPER, 18X1100' FREEZER PAPER WHITE WRAP",5,5,5,3,3,3,3,3,3,2,2,2,2,2,11,1,1,1,1,1,1,1,1,1,1,1
4834081,"FILM, 18X2000' PLASTIC ROLL SLIDE CUTTER BOX FOOD WRAP",4,4,3,2,7,6,6,5,5,4,3,5,5,3,1,5,4,4,3,3,2,6,6,5,4,4
5328257,"FOIL, ALUMINUM 18X500' HEAVY-DUTY ROLL CUTTER BOX WRAP",3,6,5,1,5,4,5,3,2,5,5,5,5,5,1,6,6,4,2,6,4,2,5,4,1,6
6328249,"FOIL, ALUMINUM 12X1000' STANDARD ROLL CUTTER BOX WRAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
3328259,"WRAP, FOIL 9X10.75 INTERFOLD POP UP SHEET ALUMINUM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6328777,"MIX, DRESSING ITALIAN 1 GAL YIELD PACKET",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7248339,"MIX, DRESSING RANCH 1 GAL YIELD PACKET",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9041252,"CRACKER MEAL, CRUSHED MEDIUM BAG KRISPY SALTINE CRUMB",2,1,1,1,0,0,2,2,1,1,1,3,2,2,1,2,1,2,1,1,0,1,3,,1,1
3013885,"FILTER, FRYER GREASE CONE 10 PAPER NON-WOVEN ECONOLINE",12,12,12,12,12,12,13,13,13,13,13,13,13,12,3,11,12,11,12,11,12,12,11,12,12,9
1504521,"LABEL, 2X3 REMOVABLE 500 ROLL IN/OUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-,0,-,0,0,-,0,-,-,-
2550762,"HAIRNET, NYLON 24 BROWN LIGHTWEIGHT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,-,0,-,-,-
9551578,"PICK, WOOD 4 ASSORTED COLOR FRILL",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-,1,-,1,0,0,0,1,-,
2330652,"FORK, DINNER WINDSOR 18/0 S/S MEDIUMWEIGHT",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.3,1
1330695,"KNIFE, STEAK 4.75 S/S PLASTIC HANDLE BLACK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,3,1,3
445098,"TAPE, THERMAL CASH REGISTER WHITE 3.13X200' PAPER 1 PLY ROLL",1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,2,0,1,-,1,1,0,0,,,
4085338,"GUEST CHECK, SHRINK PACK SINGLE PAPER 3.5X6.75 PINK",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,,1,1
2948859,"GRILL BRICK, 4X3.5X8 GLASS DUST SOFT WRAPPED GRIDDLE",3,3,3,2,4,4,4,3,3,3,3,3,3,3,1,3,2,2,1,3,2,4,4,3,2,3
2950343,"SCRUBBER, S/S 50 GR HEAVY-DUTY 400 SERIES ECONOMY",40,39,34,33,33,32,31,29,28,27,21,17,16,14,3,52,50,51,0,46,40,40,42,,,30
9075643,"SANITIZER, SURFACE FOOD CONTACT LIQUID SPRAY BOTTLE CLEAR SLIGHT SCENT K85",72,71,69,50,66,60,65,65,65,60,60,55,54,103,7,95,60,95,50,90,50,40,90,80,80,82
7912678,"CLEANER, GLASS K42 LIQUID SPRAY BOTTLE BLUE FLORAL SCENT",11,6,5,4,4,2,2,1,13,11,8,3,0,12,0,5,4,3,0,1,0,11,10,10,9,8
5341169,"CLEANER, OVEN and GRILL K13 LIQUID BOTTLE DARK ORANGE ODORLESS DEGREASER",44,56,52,1,51,50,50,48,49,48,43,40,40,36,8,36,26,30,27,30,30,18,27,,24,9
7153448,"CLEANER, ALL-PURPOSE LIQUID SPRAY BOTTLE CLEAR W/ BLEACH",2,5,4,1,6,8,6,6,5,11,9,6,4,6,36,7,6,6,0,9,0,5,6,5,3,2
7945058,"DEGREASER, ALL-PURPOSE VP3 LIQUID JUG BLUE CLEANER",0,0,0,1,1,1,1,1,1,1,1,1,1,6,3,5,4,4,1,5,4,4,5,2,2,4
7886112,"GLOVE, POLY XL CLEAR STRETCH AMBIDEXTROUS",7,5,4,4,4,3,3,2,2,1,5,2,1,0,6,2,1,5,5,5,4,5,5,5,4,4
8362022,"DETERGENT, DISHWASHER D21 LIQUID PAIL RED ODORLESS LOW TEMP",7,5,3,2,1,1,8,9,8,6,6,2,8,6,3,4,4,2,2,1,0,6,6,6,4,3
8366320,"RINSE ADDITIVE, DISHWASHER D22 LIQUID PAIL GREEN HIGH SOLID",5,4,4,3,3,2,1,1,5,5,3,2,5,5,5,4,3,4,3,3,2,2,2,2,1,3
6365084,"SANITIZER, DISHWASHER D23 LIQUID PAIL CLEAR YELLOW LOW TEMP",8,4,3,0,12,9,10,5,3,2,10,3,2,12,2,7,2,4,3,12,9,7,6,5,,9
9625922,"TOWEL, PAPER 7.88X15 CENTERPULL PERFORATED WHITE 1 PLY 320 SHEET",1,1,1,1,1,1,1,0,2,0,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1
95745,"TISSUE, TOILET JUMBO ROLL 3.3X1000' N-PERF 2 PLY WHITE",0.25,0.25,0.25,0.25,0.25,0.25,0,1,0,0,1,1,1,1,1,0.25,1,0.25,0,1,1,1,1,1,1,1
8648164,"TOWEL, PAPER 9.5X9 MULTIFOLD BROWN 1 PLY",0.25,0.25,0.25,0.25,0.25,0.25,0,0,1,0,1,1,1,1,1,0.25,1,0.25,0,1,1,1,1,1,1,1
4736314,"DEODORIZER, URINAL SCREEN W/ BLOCK SOLID IW BLUE EVERGREEN SCENT AIR FRESHE",12,8,5,5,10,9,7,5,8,6,10,6,9,10,1,7,0,9,8,6,5,2,11,8,4,6
5751965,"DEODORIZER, URINAL SCREEN WAVE 3D SOLID BOX BLUE COTTON BLOSSOM SCENT",12,11,9,7,15,12,12,10,10,8,14,9,9,12,2,11,8,8,2,12,10,8,7,2,8,
2950699,"MOP HEAD, CUT END #24 COTTON 4 PLY NARROW BAND NATURAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-,0,-,0,0,-,0,-,-,-
7826506,"LINER, 33 GAL 33X38 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,-,-,-
7826290,"LINER, 60 GAL 38X58 BLACK 1.2 MIL CORELESS ROLL LINEAR LOW DENSITY REPROCES",3,3,4,3,4,3,3,2,2,2,2,0,0,2,0,4,4,2,3,2,3,2,2,2,2,2
4647806,"DETERGENT, DISH MANUAL LIQUID BOTTLE BLUE",2,1,5,1,5,7,4,4,4,4,3,2,3,3,3,1,0,4,5,4,1,1,4,1,5,4
2959917,"CLEANER, FLOOR ALL SURFACE F22 LIQUID PACKET BROWNISH RED PLEASANT SCENT",6,1,4,1,8,6,5,5,5,4,3,4,4,2,3,3,3,3,0,5,5,5,4,4,2,5
763326,"CUP, FOAM 20 OZ WHITE",12,11,10,7,8,7,7,5,5,12,10,7,7,4,5,6,6,5,3,14,10,6,8,7,4,4
6381750,"CHICKEN, WING 1ST-and-2ND-JOINT MEDIUM RAW BAG IQF FROZEN UNFLAVORED",1.5,1,1,1,0.25,19,0.5,0,1,1,1,1,2,2,7,2,1,1,0.5,1,1,1,1,,1,1
2727410,"CHICKEN, WING 1ST-and-2ND-JOINT MEDIUM RAW FRESH-TO-FROZEN CVP UNFLAVORED",,,,,,,,,,,,,,,,,,,,,,,,,,
2721173,"CHICKEN, WING 1ST-and-2ND-JOINT RANDOM RAW CVP REF JUMBO UNFLAVORED",,,,,,,,,,,,,,,,,,,,,,,,,,
8072704,"CUCUMBER, ENGLISH SEEDLESS FRESH REF",,,,,,,,,,,,,,,,,,,,,,,,,,
6883698,"CONTAINER, FOAM 16 OZ WHITE",,,,,,,,,,,,,,,,,,,,,,,,,,
